Year,GeoCode,Value
2001,0400000US09,0.8
2002,0400000US09,-1.0
2003,0400000US09,0.3
2004,0400000US09,5.9
2005,0400000US09,1.5
2006,0400000US09,2.2
2007,0400000US09,3.9
2008,0400000US09,-1.9
2009,0400000US09,-4.7
2010,0400000US09,-1.0
2011,0400000US09,-2.0
2012,0400000US09,-0.2
2013,0400000US09,-1.5
2014,0400000US09,-0.6
2015,0400000US09,2.1
2016,0400000US09,0.3
1998,0400000US09,3.1
1999,0400000US09,2.3
2000,0400000US16,9.2
2001,0400000US16,-4.2
2002,0400000US16,0.7
2003,0400000US16,1.2
2004,0400000US16,1.9
2005,0400000US16,3.5
2006,0400000US16,2.9
2007,0400000US16,0.4
2008,0400000US16,-1.0
2009,0400000US16,-5.5
2010,0400000US16,-0.1
2011,0400000US16,-1.0
2012,0400000US16,-0.5
2013,0400000US16,1.9
2014,0400000US16,1.0
2015,0400000US16,1.8
2016,0400000US16,0.9
1998,0400000US16,3.1
1999,0400000US16,7.6
2000,0400000US25,7.4
2001,0400000US25,0.7
2002,0400000US25,0.2
2003,0400000US25,2.1
2004,0400000US25,2.3
2005,0400000US25,1.9
2006,0400000US25,1.6
2007,0400000US25,2.1
2008,0400000US25,-0.4
2009,0400000US25,-2.5
2010,0400000US25,2.8
2011,0400000US25,1.6
2012,0400000US25,1.1
2013,0400000US25,-0.9
2014,0400000US25,1.1
2015,0400000US25,3.2
2016,0400000US25,1.1
1998,0400000US25,3.3
1999,0400000US25,4.6
2000,0400000US10,3.3
2001,0400000US10,3.1
2002,0400000US10,-4.6
2003,0400000US10,0.2
2004,0400000US10,2.3
2005,0400000US10,-2.8
2006,0400000US10,0.5
2007,0400000US10,-2.2
2008,0400000US10,-5.7
2009,0400000US10,2.8
2010,0400000US10,-2.3
2011,0400000US10,1.5
2012,0400000US10,-2.5
2013,0400000US10,-2.3
2014,0400000US10,4.4
2015,0400000US10,1.8
2016,0400000US10,-0.7
1998,0400000US10,7.7
1999,0400000US10,8.2
2000,0400000US37,0.9
2001,0400000US37,0.5
2002,0400000US37,0.1
2003,0400000US37,1.0
2004,0400000US37,2.3
2005,0400000US37,2.7
2006,0400000US37,3.0
2007,0400000US37,-2.1
2008,0400000US37,0.3
2009,0400000US37,-5.3
2010,0400000US37,0.0
2011,0400000US37,0.2
2012,0400000US37,-1.3
2013,0400000US37,0.7
2014,0400000US37,1.2
2015,0400000US37,1.7
2016,0400000US37,0.8
1998,0400000US37,2.6
1999,0400000US37,3.6
2000,0400000US35,1.0
2001,0400000US35,0.4
2002,0400000US35,1.3
2003,0400000US35,3.0
2004,0400000US35,5.0
2005,0400000US35,-0.9
2006,0400000US35,0.0
2007,0400000US35,-1.2
2008,0400000US35,1.3
2009,0400000US35,-1.3
2010,0400000US35,-0.9
2011,0400000US35,-0.3
2012,0400000US35,-0.2
2013,0400000US35,-1.1
2014,0400000US35,2.9
2015,0400000US35,1.7
2016,0400000US35,0.1
1998,0400000US35,-1.7
1999,0400000US35,4.8
2000,0400000US53,-1.0
2001,0400000US53,-3.3
2002,0400000US53,0.9
2003,0400000US53,0.6
2004,0400000US53,0.5
2005,0400000US53,5.2
2006,0400000US53,1.8
2007,0400000US53,4.6
2008,0400000US53,-0.7
2009,0400000US53,-4.9
2010,0400000US53,0.8
2011,0400000US53,-0.3
2012,0400000US53,1.8
2013,0400000US53,1.4
2014,0400000US53,1.9
2015,0400000US53,2.2
2016,0400000US53,2.3
1998,0400000US53,4.3
1999,0400000US53,6.0
2000,0400000US38,4.0
2001,0400000US38,2.5
2002,0400000US38,5.4
2003,0400000US38,6.1
2004,0400000US38,-0.3
2005,0400000US38,2.9
2006,0400000US38,3.6
2007,0400000US38,3.8
2008,0400000US38,9.0
2009,0400000US38,1.0
2010,0400000US38,6.8
2011,0400000US38,9.4
2012,0400000US38,19.3
2013,0400000US38,-0.7
2014,0400000US38,4.9
2015,0400000US38,-4.7
2016,0400000US38,-5.2
1998,0400000US38,5.3
1999,0400000US38,0.7
2000,0400000US31,3.2
2001,0400000US31,1.1
2002,0400000US31,1.2
2003,0400000US31,5.0
2004,0400000US31,1.3
2005,0400000US31,1.3
2006,0400000US31,2.2
2007,0400000US31,0.9
2008,0400000US31,0.6
2009,0400000US31,0.4
2010,0400000US31,3.3
2011,0400000US31,3.6
2012,0400000US31,-1.4
2013,0400000US31,1.8
2014,0400000US31,3.0
2015,0400000US31,1.4
2016,0400000US31,0.2
1998,0400000US31,1.2
1999,0400000US31,1.6
2000,0400000US12,2.5
2001,0400000US12,1.5
2002,0400000US12,2.1
2003,0400000US12,1.8
2004,0400000US12,1.8
2005,0400000US12,3.8
2006,0400000US12,1.4
2007,0400000US12,-1.0
2008,0400000US12,-5.2
2009,0400000US12,-6.2
2010,0400000US12,-0.2
2011,0400000US12,-1.9
2012,0400000US12,-0.5
2013,0400000US12,0.8
2014,0400000US12,1.2
2015,0400000US12,2.1
2016,0400000US12,0.6
1998,0400000US12,4.0
1999,0400000US12,3.1
2000,0400000US42,2.1
2001,0400000US42,1.4
2002,0400000US42,0.7
2003,0400000US42,1.9
2004,0400000US42,2.4
2005,0400000US42,1.0
2006,0400000US42,0.0
2007,0400000US42,2.9
2008,0400000US42,1.1
2009,0400000US42,-3.3
2010,0400000US42,2.4
2011,0400000US42,1.0
2012,0400000US42,1.4
2013,0400000US42,1.6
2014,0400000US42,1.9
2015,0400000US42,2.3
2016,0400000US42,0.6
1998,0400000US42,3.0
1999,0400000US42,2.7
2000,0400000US22,-3.6
2001,0400000US22,1.5
2002,0400000US22,1.1
2003,0400000US22,3.6
2004,0400000US22,3.3
2005,0400000US22,5.1
2006,0400000US22,4.6
2007,0400000US22,-4.6
2008,0400000US22,-0.6
2009,0400000US22,0.8
2010,0400000US22,3.5
2011,0400000US22,-5.9
2012,0400000US22,-0.5
2013,0400000US22,-3.9
2014,0400000US22,1.7
2015,0400000US22,0.1
2016,0400000US22,-0.1
1998,0400000US22,1.9
1999,0400000US22,1.6
2000,0400000US23,3.4
2001,0400000US23,1.3
2002,0400000US23,1.6
2003,0400000US23,1.5
2004,0400000US23,2.5
2005,0400000US23,-0.3
2006,0400000US23,0.8
2007,0400000US23,-0.9
2008,0400000US23,-1.1
2009,0400000US23,-1.6
2010,0400000US23,1.2
2011,0400000US23,-1.5
2012,0400000US23,-0.2
2013,0400000US23,-0.6
2014,0400000US23,1.5
2015,0400000US23,0.9
2016,0400000US23,1.4
1998,0400000US23,2.8
1999,0400000US23,4.2
2000,0400000US40,2.9
2001,0400000US40,3.4
2002,0400000US40,0.4
2003,0400000US40,1.3
2004,0400000US40,2.4
2005,0400000US40,2.8
2006,0400000US40,4.6
2007,0400000US40,0.8
2008,0400000US40,0.8
2009,0400000US40,-3.5
2010,0400000US40,-0.9
2011,0400000US40,4.3
2012,0400000US40,4.8
2013,0400000US40,3.4
2014,0400000US40,4.9
2015,0400000US40,2.3
2016,0400000US40,-4.5
1998,0400000US40,0.7
1999,0400000US40,0.7
2000,0400000US15,2.0
2001,0400000US15,-1.1
2002,0400000US15,2.0
2003,0400000US15,4.0
2004,0400000US15,4.2
2005,0400000US15,3.7
2006,0400000US15,1.0
2007,0400000US15,1.2
2008,0400000US15,-0.8
2009,0400000US15,-4.5
2010,0400000US15,1.8
2011,0400000US15,-0.2
2012,0400000US15,0.4
2013,0400000US15,0.1
2014,0400000US15,0.4
2015,0400000US15,2.6
2016,0400000US15,1.6
1998,0400000US15,-2.9
1999,0400000US15,2.0
2000,0400000US49,1.6
2001,0400000US49,0.4
2002,0400000US49,-0.2
2003,0400000US49,0.9
2004,0400000US49,2.5
2005,0400000US49,3.9
2006,0400000US49,5.6
2007,0400000US49,2.9
2008,0400000US49,-4.2
2009,0400000US49,-4.2
2010,0400000US49,-0.2
2011,0400000US49,1.2
2012,0400000US49,-0.2
2013,0400000US49,0.8
2014,0400000US49,2.1
2015,0400000US49,2.4
2016,0400000US49,1.6
1998,0400000US49,4.1
1999,0400000US49,3.0
2000,0400000US30,1.6
2001,0400000US30,1.2
2002,0400000US30,1.8
2003,0400000US30,3.0
2004,0400000US30,3.0
2005,0400000US30,3.6
2006,0400000US30,1.8
2007,0400000US30,3.5
2008,0400000US30,-1.1
2009,0400000US30,-2.6
2010,0400000US30,2.9
2011,0400000US30,2.1
2012,0400000US30,0.0
2013,0400000US30,-0.2
2014,0400000US30,1.8
2015,0400000US30,1.4
2016,0400000US30,0.1
1998,0400000US30,4.4
1999,0400000US30,0.3
2000,0400000US02,-2.4
2001,0400000US02,2.4
2002,0400000US02,2.7
2003,0400000US02,-1.8
2004,0400000US02,1.9
2005,0400000US02,1.6
2006,0400000US02,5.3
2007,0400000US02,4.5
2008,0400000US02,0.4
2009,0400000US02,6.9
2010,0400000US02,-3.7
2011,0400000US02,1.5
2012,0400000US02,4.1
2013,0400000US02,-5.1
2014,0400000US02,-3.6
2015,0400000US02,0.2
2016,0400000US02,-5.9
1998,0400000US02,-3.7
1999,0400000US02,-1.5
2000,0400000US17,3.1
2001,0400000US17,-0.6
2002,0400000US17,0.1
2003,0400000US17,1.2
2004,0400000US17,2.0
2005,0400000US17,1.5
2006,0400000US17,2.4
2007,0400000US17,0.7
2008,0400000US17,-2.7
2009,0400000US17,-3.0
2010,0400000US17,0.9
2011,0400000US17,1.8
2012,0400000US17,1.9
2013,0400000US17,-0.4
2014,0400000US17,1.9
2015,0400000US17,1.4
2016,0400000US17,1.3
1998,0400000US17,1.9
1999,0400000US17,2.9
2000,0400000US56,2.9
2001,0400000US56,5.6
2002,0400000US56,0.5
2003,0400000US56,1.9
2004,0400000US56,1.7
2005,0400000US56,3.2
2006,0400000US56,10.0
2007,0400000US56,3.2
2008,0400000US56,5.7
2009,0400000US56,-4.1
2010,0400000US56,-2.6
2011,0400000US56,-1.0
2012,0400000US56,-5.0
2013,0400000US56,0.0
2014,0400000US56,0.2
2015,0400000US56,0.1
2016,0400000US56,-1.6
1998,0400000US56,2.3
1999,0400000US56,3.6
2000,0400000US48,1.4
2001,0400000US48,0.8
2002,0400000US48,-0.3
2003,0400000US48,-0.7
2004,0400000US48,3.1
2005,0400000US48,0.6
2006,0400000US48,3.5
2007,0400000US48,2.9
2008,0400000US48,-1.4
2009,0400000US48,-2.6
2010,0400000US48,0.8
2011,0400000US48,2.0
2012,0400000US48,4.0
2013,0400000US48,3.5
2014,0400000US48,1.6
2015,0400000US48,2.4
2016,0400000US48,-1.9
1998,0400000US48,4.0
1999,0400000US48,1.9
2000,0400000US21,-3.6
2001,0400000US21,0.0
2002,0400000US21,1.9
2003,0400000US21,1.6
2004,0400000US21,2.0
2005,0400000US21,2.0
2006,0400000US21,1.7
2007,0400000US21,-1.8
2008,0400000US21,-0.7
2009,0400000US21,-4.4
2010,0400000US21,3.8
2011,0400000US21,0.9
2012,0400000US21,0.3
2013,0400000US21,0.5
2014,0400000US21,0.2
2015,0400000US21,0.7
2016,0400000US21,0.9
1998,0400000US21,2.0
1999,0400000US21,2.4
2000,0400000US36,2.8
2001,0400000US36,2.9
2002,0400000US36,-0.6
2003,0400000US36,-0.5
2004,0400000US36,2.7
2005,0400000US36,4.0
2006,0400000US36,2.5
2007,0400000US36,0.1
2008,0400000US36,-2.5
2009,0400000US36,1.6
2010,0400000US36,3.0
2011,0400000US36,-0.1
2012,0400000US36,2.7
2013,0400000US36,-0.6
2014,0400000US36,1.5
2015,0400000US36,1.9
2016,0400000US36,0.4
1998,0400000US36,2.1
1999,0400000US36,4.6
2000,0400000US54,-0.2
2001,0400000US54,0.4
2002,0400000US54,0.8
2003,0400000US54,-0.3
2004,0400000US54,1.4
2005,0400000US54,2.3
2006,0400000US54,1.1
2007,0400000US54,-0.3
2008,0400000US54,2.3
2009,0400000US54,-0.3
2010,0400000US54,2.3
2011,0400000US54,2.0
2012,0400000US54,-1.6
2013,0400000US54,0.7
2014,0400000US54,0.9
2015,0400000US54,1.1
2016,0400000US54,-0.6
1998,0400000US54,1.8
1999,0400000US54,4.0
2000,0400000US41,7.4
2001,0400000US41,-2.7
2002,0400000US41,1.4
2003,0400000US41,3.2
2004,0400000US41,8.6
2005,0400000US41,0.9
2006,0400000US41,7.5
2007,0400000US41,1.6
2008,0400000US41,4.3
2009,0400000US41,-2.0
2010,0400000US41,4.4
2011,0400000US41,3.4
2012,0400000US41,-3.6
2013,0400000US41,-2.6
2014,0400000US41,0.8
2015,0400000US41,3.3
2016,0400000US41,2.0
1998,0400000US41,3.8
1999,0400000US41,0.8
2000,0400000US33,5.4
2001,0400000US33,0.2
2002,0400000US33,1.7
2003,0400000US33,2.9
2004,0400000US33,1.8
2005,0400000US33,1.9
2006,0400000US33,1.0
2007,0400000US33,-0.5
2008,0400000US33,-1.6
2009,0400000US33,-1.2
2010,0400000US33,2.4
2011,0400000US33,0.2
2012,0400000US33,0.3
2013,0400000US33,0.5
2014,0400000US33,1.4
2015,0400000US33,2.5
2016,0400000US33,1.2
1998,0400000US33,5.0
1999,0400000US33,1.6
2000,0400000US46,6.0
2001,0400000US46,2.0
2002,0400000US46,10.3
2003,0400000US46,2.1
2004,0400000US46,2.8
2005,0400000US46,1.7
2006,0400000US46,0.1
2007,0400000US46,2.8
2008,0400000US46,3.4
2009,0400000US46,-0.1
2010,0400000US46,0.3
2011,0400000US46,5.2
2012,0400000US46,-2.1
2013,0400000US46,-0.2
2014,0400000US46,0.0
2015,0400000US46,2.2
2016,0400000US46,-0.2
1998,0400000US46,5.4
1999,0400000US46,3.5
2000,0400000US50,4.4
2001,0400000US50,2.7
2002,0400000US50,2.5
2003,0400000US50,3.5
2004,0400000US50,3.2
2005,0400000US50,1.0
2006,0400000US50,0.4
2007,0400000US50,-0.7
2008,0400000US50,0.7
2009,0400000US50,-2.2
2010,0400000US50,3.2
2011,0400000US50,2.3
2012,0400000US50,-0.2
2013,0400000US50,-0.3
2014,0400000US50,0.5
2015,0400000US50,1.0
2016,0400000US50,0.9
1998,0400000US50,2.4
1999,0400000US50,4.7
2000,0400000US32,0.2
2001,0400000US32,-1.8
2002,0400000US32,-0.5
2003,0400000US32,1.6
2004,0400000US32,6.2
2005,0400000US32,4.7
2006,0400000US32,0.0
2007,0400000US32,-3.6
2008,0400000US32,-6.7
2009,0400000US32,-9.2
2010,0400000US32,-0.4
2011,0400000US32,-0.1
2012,0400000US32,-2.6
2013,0400000US32,-0.7
2014,0400000US32,0.0
2015,0400000US32,1.7
2016,0400000US32,-0.6
1998,0400000US32,0.0
1999,0400000US32,3.0
2000,0400000US51,2.4
2001,0400000US51,1.9
2002,0400000US51,-0.5
2003,0400000US51,2.6
2004,0400000US51,2.5
2005,0400000US51,3.8
2006,0400000US51,1.1
2007,0400000US51,-0.4
2008,0400000US51,-1.3
2009,0400000US51,-1.1
2010,0400000US51,1.1
2011,0400000US51,-0.4
2012,0400000US51,-0.4
2013,0400000US51,-0.9
2014,0400000US51,-0.4
2015,0400000US51,1.5
2016,0400000US51,0.0
1998,0400000US51,3.9
1999,0400000US51,3.3
2000,0400000US24,2.5
2001,0400000US24,2.6
2002,0400000US24,2.0
2003,0400000US24,1.6
2004,0400000US24,4.3
2005,0400000US24,2.8
2006,0400000US24,1.4
2007,0400000US24,-0.1
2008,0400000US24,0.4
2009,0400000US24,-0.7
2010,0400000US24,2.2
2011,0400000US24,1.0
2012,0400000US24,-0.4
2013,0400000US24,-0.5
2014,0400000US24,0.6
2015,0400000US24,1.5
2016,0400000US24,2.1
1998,0400000US24,2.9
1999,0400000US24,3.0
2000,0400000US29,2.1
2001,0400000US29,-1.4
2002,0400000US29,0.2
2003,0400000US29,1.5
2004,0400000US29,1.4
2005,0400000US29,0.4
2006,0400000US29,0.0
2007,0400000US29,-0.5
2008,0400000US29,1.3
2009,0400000US29,-2.6
2010,0400000US29,0.5
2011,0400000US29,-1.4
2012,0400000US29,0.8
2013,0400000US29,1.3
2014,0400000US29,0.0
2015,0400000US29,1.2
2016,0400000US29,0.0
1998,0400000US29,1.6
1999,0400000US29,1.9
2000,0400000US26,1.1
2001,0400000US26,-3.2
2002,0400000US26,2.5
2003,0400000US26,1.6
2004,0400000US26,-0.5
2005,0400000US26,1.3
2006,0400000US26,-1.7
2007,0400000US26,-0.7
2008,0400000US26,-4.9
2009,0400000US26,-8.0
2010,0400000US26,5.7
2011,0400000US26,2.6
2012,0400000US26,1.8
2013,0400000US26,1.3
2014,0400000US26,1.4
2015,0400000US26,2.9
2016,0400000US26,2.1
1998,0400000US26,1.1
1999,0400000US26,4.8
2000,0400000US27,5.1
2001,0400000US27,-0.8
2002,0400000US27,1.6
2003,0400000US27,3.8
2004,0400000US27,3.0
2005,0400000US27,1.9
2006,0400000US27,-1.2
2007,0400000US27,-0.5
2008,0400000US27,-0.2
2009,0400000US27,-4.6
2010,0400000US27,2.6
2011,0400000US27,1.4
2012,0400000US27,0.8
2013,0400000US27,1.4
2014,0400000US27,2.1
2015,0400000US27,1.0
2016,0400000US27,1.5
1998,0400000US27,3.7
1999,0400000US27,2.4
2000,0400000US04,2.3
2001,0400000US04,0.0
2002,0400000US04,0.4
2003,0400000US04,3.7
2004,0400000US04,0.7
2005,0400000US04,4.8
2006,0400000US04,2.5
2007,0400000US04,0.2
2008,0400000US04,-5.4
2009,0400000US04,-8.5
2010,0400000US04,-0.8
2011,0400000US04,0.8
2012,0400000US04,0.8
2013,0400000US04,-0.7
2014,0400000US04,0.4
2015,0400000US04,0.5
2016,0400000US04,0.9
1998,0400000US04,5.5
1999,0400000US04,5.5
2000,0400000US08,5.1
2001,0400000US08,-0.8
2002,0400000US08,-0.5
2003,0400000US08,-0.2
2004,0400000US08,-1.3
2005,0400000US08,2.8
2006,0400000US08,0.1
2007,0400000US08,1.1
2008,0400000US08,-0.9
2009,0400000US08,-3.7
2010,0400000US08,-1.0
2011,0400000US08,0.1
2012,0400000US08,0.7
2013,0400000US08,1.7
2014,0400000US08,3.1
2015,0400000US08,1.5
2016,0400000US08,-0.6
1998,0400000US08,7.2
1999,0400000US08,5.0
2000,0400000US44,3.4
2001,0400000US44,1.4
2002,0400000US44,2.5
2003,0400000US44,3.7
2004,0400000US44,3.8
2005,0400000US44,1.9
2006,0400000US44,2.3
2007,0400000US44,-2.3
2008,0400000US44,-3.0
2009,0400000US44,-1.0
2010,0400000US44,2.3
2011,0400000US44,-0.7
2012,0400000US44,0.4
2013,0400000US44,0.4
2014,0400000US44,0.8
2015,0400000US44,1.8
2016,0400000US44,0.4
1998,0400000US44,2.9
1999,0400000US44,2.3
2000,0400000US13,1.7
2001,0400000US13,-0.6
2002,0400000US13,-0.9
2003,0400000US13,1.5
2004,0400000US13,2.5
2005,0400000US13,2.2
2006,0400000US13,-1.3
2007,0400000US13,-1.4
2008,0400000US13,-4.6
2009,0400000US13,-4.9
2010,0400000US13,-0.1
2011,0400000US13,0.3
2012,0400000US13,0.1
2013,0400000US13,0.7
2014,0400000US13,2.3
2015,0400000US13,1.9
2016,0400000US13,1.9
1998,0400000US13,4.6
1999,0400000US13,4.5
2000,0400000US20,1.8
2001,0400000US20,-0.4
2002,0400000US20,1.1
2003,0400000US20,1.9
2004,0400000US20,-0.5
2005,0400000US20,2.4
2006,0400000US20,4.4
2007,0400000US20,3.9
2008,0400000US20,1.6
2009,0400000US20,-5.0
2010,0400000US20,1.1
2011,0400000US20,2.8
2012,0400000US20,0.1
2013,0400000US20,-0.1
2014,0400000US20,1.8
2015,0400000US20,0.8
2016,0400000US20,-0.9
1998,0400000US20,2.6
1999,0400000US20,1.9
2000,0400000US06,5.9
2001,0400000US06,-2.1
2002,0400000US06,1.4
2003,0400000US06,3.4
2004,0400000US06,4.1
2005,0400000US06,3.5
2006,0400000US06,2.9
2007,0400000US06,0.6
2008,0400000US06,-1.3
2009,0400000US06,-5.0
2010,0400000US06,0.3
2011,0400000US06,0.4
2012,0400000US06,1.7
2013,0400000US06,1.7
2014,0400000US06,3.2
2015,0400000US06,3.6
2016,0400000US06,2.6
1998,0400000US06,4.2
1999,0400000US06,5.7
2000,0400000US18,2.4
2001,0400000US18,-2.6
2002,0400000US18,2.1
2003,0400000US18,2.8
2004,0400000US18,2.5
2005,0400000US18,-0.7
2006,0400000US18,1.1
2007,0400000US18,2.0
2008,0400000US18,-1.4
2009,0400000US18,-6.8
2010,0400000US18,6.0
2011,0400000US18,0.1
2012,0400000US18,0.0
2013,0400000US18,1.9
2014,0400000US18,2.1
2015,0400000US18,0.5
2016,0400000US18,2.1
1998,0400000US18,5.3
1999,0400000US18,2.4
2000,0400000US45,1.0
2001,0400000US45,-0.5
2002,0400000US45,1.2
2003,0400000US45,2.6
2004,0400000US45,-0.4
2005,0400000US45,0.7
2006,0400000US45,-0.2
2007,0400000US45,1.1
2008,0400000US45,-2.4
2009,0400000US45,-5.1
2010,0400000US45,0.5
2011,0400000US45,1.4
2012,0400000US45,-0.7
2013,0400000US45,1.0
2014,0400000US45,1.7
2015,0400000US45,1.7
2016,0400000US45,0.4
1998,0400000US45,2.0
1999,0400000US45,2.9
2000,0400000US39,1.6
2001,0400000US39,-1.7
2002,0400000US39,2.1
2003,0400000US39,1.5
2004,0400000US39,2.3
2005,0400000US39,0.6
2006,0400000US39,-0.3
2007,0400000US39,-0.3
2008,0400000US39,-1.9
2009,0400000US39,-4.5
2010,0400000US39,2.6
2011,0400000US39,3.6
2012,0400000US39,1.6
2013,0400000US39,0.8
2014,0400000US39,3.1
2015,0400000US39,1.0
2016,0400000US39,1.0
1998,0400000US39,4.1
1999,0400000US39,1.8
