Year,Units,Value
2010,Protected terrestrial area (%),15
2011,Protected terrestrial area (%),15
2012,Protected terrestrial area (%),15
2013,Protected terrestrial area (%),15
2014,Protected terrestrial area (%),15
2015,Protected terrestrial area (%),15
2016,Protected terrestrial area (%),15
2017,Protected terrestrial area (%),15
2018,Protected terrestrial area (%),
