Year,GeoCode,Value
2016,0400000US39,0.0
2000,0400000US20,0.9
2001,0400000US20,1.04
2002,0400000US20,1.8
2003,0400000US20,1.95
2004,0400000US20,1.76
2005,0400000US20,2.17
2006,0400000US20,2.59
2007,0400000US20,3.06
2008,0400000US20,5.17
2009,0400000US20,6.06
2010,0400000US20,6.59
2011,0400000US20,7.1
2012,0400000US20,8.28
2013,0400000US20,11.95
2014,0400000US20,13.22
2015,0400000US20,13.66
2016,0400000US20,0.0
2000,0400000US54,2.36
2001,0400000US54,2.07
2002,0400000US54,2.14
2003,0400000US54,2.98
2004,0400000US54,2.82
2005,0400000US54,3.89
2006,0400000US54,3.79
2007,0400000US54,3.39
2008,0400000US54,4.31
2009,0400000US54,7.19
2010,0400000US54,6.52
2011,0400000US54,6.93
2012,0400000US54,6.97
2013,0400000US54,8.07
2014,0400000US54,7.29
2015,0400000US54,6.65
2016,0400000US54,0.0
2000,0400000US56,3.51
2001,0400000US56,3.34
2002,0400000US56,2.8
2003,0400000US56,2.52
2004,0400000US56,3.11
2005,0400000US56,4.23
2006,0400000US56,4.06
2007,0400000US56,3.61
2008,0400000US56,4.16
2009,0400000US56,6.67
2010,0400000US56,8.44
2011,0400000US56,11.02
2012,0400000US56,9.98
2013,0400000US56,10.1
2014,0400000US56,10.34
2015,0400000US56,9.25
2016,0400000US56,0.0
2000,0400000US53,41.22
2001,0400000US53,33.18
2002,0400000US53,48.38
2003,0400000US53,44.9
2004,0400000US53,42.69
2005,0400000US53,41.81
2006,0400000US53,45.54
2007,0400000US53,43.58
2008,0400000US53,43.91
2009,0400000US53,41.95
2010,0400000US53,40.81
2011,0400000US53,51.91
2012,0400000US53,50.49
2013,0400000US53,45.81
2014,0400000US53,47.12
2015,0400000US53,43.92
2016,0400000US53,0.0
2000,0400000US23,33.25
2001,0400000US23,32.83
2002,0400000US23,31.45
2003,0400000US23,29.4
2004,0400000US23,29.6
2005,0400000US23,34.88
2006,0400000US23,33.91
2007,0400000US23,34.72
2008,0400000US23,40.98
2009,0400000US23,37.12
2010,0400000US23,37.77
2011,0400000US23,38.58
2012,0400000US23,39.38
2013,0400000US23,39.35
2014,0400000US23,38.39
2015,0400000US23,36.48
2016,0400000US23,0.0
2000,0400000US47,5.52
2001,0400000US47,6.32
2002,0400000US47,6.67
2003,0400000US47,8.22
2004,0400000US47,7.92
2005,0400000US47,7.5
2006,0400000US47,6.52
2007,0400000US47,5.36
2008,0400000US47,6.52
2009,0400000US47,9.17
2010,0400000US47,7.63
2011,0400000US47,8.42
2012,0400000US47,8.47
2013,0400000US47,10.25
2014,0400000US47,8.55
2015,0400000US47,8.71
2016,0400000US47,0.0
2000,0400000US34,1.66
2001,0400000US34,1.23
2002,0400000US34,1.16
2003,0400000US34,1.07
2004,0400000US34,1.08
2005,0400000US34,1.1
2006,0400000US34,1.88
2007,0400000US34,1.98
2008,0400000US34,1.94
2009,0400000US34,2.79
2010,0400000US34,2.92
2011,0400000US34,2.95
2012,0400000US34,3.37
2013,0400000US34,3.59
2014,0400000US34,3.76
2015,0400000US34,3.73
2016,0400000US34,0.0
2000,0400000US06,9.36
2001,0400000US06,7.73
2002,0400000US06,8.54
2003,0400000US06,9.74
2004,0400000US06,9.31
2005,0400000US06,10.02
2006,0400000US06,10.81
2007,0400000US06,8.54
2008,0400000US06,8.4
2009,0400000US06,9.31
2010,0400000US06,10.66
2011,0400000US06,12.07
2012,0400000US06,10.65
2013,0400000US06,11.11
2014,0400000US06,11.26
2015,0400000US06,11.15
2016,0400000US06,0.0
2000,0400000US51,4.9
2001,0400000US51,4.12
2002,0400000US51,3.49
2003,0400000US51,4.57
2004,0400000US51,4.62
2005,0400000US51,5.05
2006,0400000US51,5.19
2007,0400000US51,5.13
2008,0400000US51,5.52
2009,0400000US51,5.95
2010,0400000US51,5.49
2011,0400000US51,5.47
2012,0400000US51,5.57
2013,0400000US51,6.07
2014,0400000US51,6.67
2015,0400000US51,6.9
2016,0400000US51,0.0
2000,0400000US25,4.56
2001,0400000US25,3.16
2002,0400000US25,3.05
2003,0400000US25,3.36
2004,0400000US25,3.46
2005,0400000US25,3.14
2006,0400000US25,4.37
2007,0400000US25,4.07
2008,0400000US25,4.2
2009,0400000US25,5.0
2010,0400000US25,5.03
2011,0400000US25,5.21
2012,0400000US25,5.15
2013,0400000US25,5.42
2014,0400000US25,5.78
2015,0400000US25,5.68
2016,0400000US25,0.0
2000,0400000US30,27.92
2001,0400000US30,22.66
2002,0400000US30,28.68
2003,0400000US30,26.64
2004,0400000US30,25.47
2005,0400000US30,27.38
2006,0400000US30,28.08
2007,0400000US30,25.43
2008,0400000US30,27.45
2009,0400000US30,27.25
2010,0400000US30,28.91
2011,0400000US30,35.47
2012,0400000US30,32.19
2013,0400000US30,28.97
2014,0400000US30,33.96
2015,0400000US30,30.63
2016,0400000US30,0.0
2000,0400000US27,5.98
2001,0400000US27,6.27
2002,0400000US27,5.82
2003,0400000US27,5.76
2004,0400000US27,6.15
2005,0400000US27,6.62
2006,0400000US27,6.97
2007,0400000US27,7.94
2008,0400000US27,9.27
2009,0400000US27,11.27
2010,0400000US27,11.81
2011,0400000US27,12.37
2012,0400000US27,12.92
2013,0400000US27,12.54
2014,0400000US27,13.68
2015,0400000US27,14.47
2016,0400000US27,0.0
2000,0400000US33,12.47
2001,0400000US33,9.85
2002,0400000US33,9.14
2003,0400000US33,9.17
2004,0400000US33,10.52
2005,0400000US33,13.07
2006,0400000US33,11.75
2007,0400000US33,12.41
2008,0400000US33,14.44
2009,0400000US33,16.72
2010,0400000US33,16.56
2011,0400000US33,17.11
2012,0400000US33,17.35
2013,0400000US33,19.03
2014,0400000US33,19.58
2015,0400000US33,19.26
2016,0400000US33,0.0
2000,0400000US48,0.81
2001,0400000US48,0.83
2002,0400000US48,0.98
2003,0400000US48,0.95
2004,0400000US48,0.99
2005,0400000US48,1.17
2006,0400000US48,1.59
2007,0400000US48,2.07
2008,0400000US48,3.07
2009,0400000US48,3.18
2010,0400000US48,3.86
2011,0400000US48,4.3
2012,0400000US48,4.34
2013,0400000US48,4.35
2014,0400000US48,4.76
2015,0400000US48,5.05
2016,0400000US48,0.0
2000,0400000US28,6.04
2001,0400000US28,4.94
2002,0400000US28,4.22
2003,0400000US28,3.75
2004,0400000US28,5.05
2005,0400000US28,5.37
2006,0400000US28,5.21
2007,0400000US28,5.22
2008,0400000US28,4.28
2009,0400000US28,5.06
2010,0400000US28,6.13
2011,0400000US28,6.26
2012,0400000US28,7.45
2013,0400000US28,6.26
2014,0400000US28,6.33
2015,0400000US28,6.4
2016,0400000US28,0.0
2000,0400000US04,7.8
2001,0400000US04,7.0
2002,0400000US04,6.69
2003,0400000US04,6.31
2004,0400000US04,5.95
2005,0400000US04,6.46
2006,0400000US04,6.48
2007,0400000US04,6.48
2008,0400000US04,7.59
2009,0400000US04,6.92
2010,0400000US04,7.24
2011,0400000US04,9.0
2012,0400000US04,8.22
2013,0400000US04,8.44
2014,0400000US04,9.73
2015,0400000US04,10.24
2016,0400000US04,0.0
2000,0400000US24,3.75
2001,0400000US24,2.32
2002,0400000US24,2.71
2003,0400000US24,3.45
2004,0400000US24,3.44
2005,0400000US24,3.07
2006,0400000US24,4.03
2007,0400000US24,3.85
2008,0400000US24,4.09
2009,0400000US24,4.57
2010,0400000US24,4.69
2011,0400000US24,5.56
2012,0400000US24,5.16
2013,0400000US24,5.54
2014,0400000US24,5.46
2015,0400000US24,5.37
2016,0400000US24,0.0
2000,0400000US11,0.7
2001,0400000US11,0.46
2002,0400000US11,0.46
2003,0400000US11,0.49
2004,0400000US11,0.48
2005,0400000US11,0.13
2006,0400000US11,0.34
2007,0400000US11,0.38
2008,0400000US11,0.3
2009,0400000US11,0.31
2010,0400000US11,0.58
2011,0400000US11,0.7
2012,0400000US11,0.62
2013,0400000US11,0.65
2014,0400000US11,0.71
2015,0400000US11,1.01
2016,0400000US11,0.0
2000,0400000US01,12.47
2001,0400000US01,13.18
2002,0400000US01,12.81
2003,0400000US01,14.45
2004,0400000US01,14.07
2005,0400000US01,13.55
2006,0400000US01,12.67
2007,0400000US01,10.96
2008,0400000US01,11.83
2009,0400000US01,15.19
2010,0400000US01,13.16
2011,0400000US01,13.97
2012,0400000US01,13.45
2013,0400000US01,16.56
2014,0400000US01,14.16
2015,0400000US01,14.18
2016,0400000US01,0.0
2000,0400000US19,6.77
2001,0400000US19,6.59
2002,0400000US19,7.14
2003,0400000US19,7.88
2004,0400000US19,8.95
2005,0400000US19,9.77
2006,0400000US19,10.91
2007,0400000US19,12.76
2008,0400000US19,14.71
2009,0400000US19,19.89
2010,0400000US19,22.62
2011,0400000US19,23.07
2012,0400000US19,24.92
2013,0400000US19,25.26
2014,0400000US19,26.29
2015,0400000US19,27.65
2016,0400000US19,0.0
2000,0400000US46,24.48
2001,0400000US46,16.32
2002,0400000US46,19.28
2003,0400000US46,20.78
2004,0400000US46,21.17
2005,0400000US46,20.32
2006,0400000US46,23.21
2007,0400000US46,20.93
2008,0400000US46,23.12
2009,0400000US46,29.13
2010,0400000US46,34.39
2011,0400000US46,40.84
2012,0400000US46,37.78
2013,0400000US46,32.75
2014,0400000US46,35.32
2015,0400000US46,34.56
2016,0400000US46,0.0
2000,0400000US36,10.47
2001,0400000US36,8.79
2002,0400000US36,9.1
2003,0400000US36,8.68
2004,0400000US36,9.05
2005,0400000US36,9.05
2006,0400000US36,10.43
2007,0400000US36,9.85
2008,0400000US36,11.0
2009,0400000US36,11.01
2010,0400000US36,10.66
2011,0400000US36,11.84
2012,0400000US36,11.14
2013,0400000US36,11.23
2014,0400000US36,11.41
2015,0400000US36,11.14
2016,0400000US36,0.0
2000,0400000US13,7.61
2001,0400000US13,6.81
2002,0400000US13,9.67
2003,0400000US13,7.5
2004,0400000US13,7.33
2005,0400000US13,7.02
2006,0400000US13,6.82
2007,0400000US13,6.67
2008,0400000US13,6.72
2009,0400000US13,7.56
2010,0400000US13,7.67
2011,0400000US13,7.97
2012,0400000US13,8.31
2013,0400000US13,9.73
2014,0400000US13,10.01
2015,0400000US13,10.39
2016,0400000US13,0.0
2000,0400000US35,1.61
2001,0400000US35,1.2
2002,0400000US35,1.24
2003,0400000US35,1.33
2004,0400000US35,1.71
2005,0400000US35,3.45
2006,0400000US35,4.08
2007,0400000US35,4.4
2008,0400000US35,5.36
2009,0400000US35,5.09
2010,0400000US35,5.9
2011,0400000US35,6.21
2012,0400000US35,6.56
2013,0400000US35,6.7
2014,0400000US35,6.86
2015,0400000US35,6.54
2016,0400000US35,0.0
2000,0400000US38,6.87
2001,0400000US38,4.79
2002,0400000US38,5.43
2003,0400000US38,6.05
2004,0400000US38,5.97
2005,0400000US38,5.55
2006,0400000US38,6.09
2007,0400000US38,7.22
2008,0400000US38,9.64
2009,0400000US38,14.6
2010,0400000US38,18.08
2011,0400000US38,19.7
2012,0400000US38,18.15
2013,0400000US38,16.41
2014,0400000US38,17.24
2015,0400000US38,18.22
2016,0400000US38,0.0
2000,0400000US49,2.22
2001,0400000US49,1.71
2002,0400000US49,1.63
2003,0400000US49,1.5
2004,0400000US49,1.47
2005,0400000US49,2.07
2006,0400000US49,1.93
2007,0400000US49,1.81
2008,0400000US49,2.31
2009,0400000US49,2.73
2010,0400000US49,2.96
2011,0400000US49,3.89
2012,0400000US49,3.49
2013,0400000US49,2.97
2014,0400000US49,3.65
2015,0400000US49,3.86
2016,0400000US49,0.0
2000,0400000US55,6.17
2001,0400000US55,6.94
2002,0400000US55,5.86
2003,0400000US55,6.34
2004,0400000US55,5.75
2005,0400000US55,7.34
2006,0400000US55,7.46
2007,0400000US55,7.41
2008,0400000US55,8.4
2009,0400000US55,8.66
2010,0400000US55,9.49
2011,0400000US55,9.53
2012,0400000US55,9.5
2013,0400000US55,9.32
2014,0400000US55,9.47
2015,0400000US55,9.42
2016,0400000US55,0.0
2000,0400000US21,2.05
2001,0400000US21,2.98
2002,0400000US21,3.34
2003,0400000US21,3.74
2004,0400000US21,3.63
2005,0400000US21,3.75
2006,0400000US21,3.5
2007,0400000US21,3.16
2008,0400000US21,3.5
2009,0400000US21,4.34
2010,0400000US21,3.98
2011,0400000US21,4.37
2012,0400000US21,4.02
2013,0400000US21,4.86
2014,0400000US21,5.1
2015,0400000US21,5.09
2016,0400000US21,0.0
2000,0400000US02,1.67
2001,0400000US02,2.37
2002,0400000US02,2.49
2003,0400000US02,2.67
2004,0400000US02,2.43
2005,0400000US02,2.09
2006,0400000US02,1.89
2007,0400000US02,2.08
2008,0400000US02,2.25
2009,0400000US02,2.76
2010,0400000US02,2.82
2011,0400000US02,2.7
2012,0400000US02,3.01
2013,0400000US02,3.31
2014,0400000US02,3.62
2015,0400000US02,3.49
2016,0400000US02,0.0
2000,0400000US09,5.89
2001,0400000US09,3.6
2002,0400000US09,3.5
2003,0400000US09,3.68
2004,0400000US09,4.73
2005,0400000US09,3.37
2006,0400000US09,4.39
2007,0400000US09,4.28
2008,0400000US09,4.69
2009,0400000US09,5.42
2010,0400000US09,5.32
2011,0400000US09,5.51
2012,0400000US09,5.12
2013,0400000US09,5.27
2014,0400000US09,5.67
2015,0400000US09,5.42
2016,0400000US09,0.0
2000,0400000US15,7.46
2001,0400000US15,4.58
2002,0400000US15,3.67
2003,0400000US15,4.42
2004,0400000US15,4.37
2005,0400000US15,4.35
2006,0400000US15,4.69
2007,0400000US15,4.96
2008,0400000US15,6.9
2009,0400000US15,7.04
2010,0400000US15,6.48
2011,0400000US15,6.93
2012,0400000US15,7.58
2013,0400000US15,9.14
2014,0400000US15,9.81
2015,0400000US15,10.21
2016,0400000US15,0.0
2000,0400000US08,2.56
2001,0400000US08,2.25
2002,0400000US08,2.0
2003,0400000US08,2.13
2004,0400000US08,2.1
2005,0400000US08,2.51
2006,0400000US08,2.94
2007,0400000US08,3.4
2008,0400000US08,5.19
2009,0400000US08,5.34
2010,0400000US08,5.27
2011,0400000US08,7.16
2012,0400000US08,7.38
2013,0400000US08,8.29
2014,0400000US08,8.79
2015,0400000US08,8.64
2016,0400000US08,0.0
2000,0400000US40,3.21
2001,0400000US40,3.24
2002,0400000US40,2.83
2003,0400000US40,2.84
2004,0400000US40,4.23
2005,0400000US40,4.28
2006,0400000US40,3.46
2007,0400000US40,5.18
2008,0400000US40,5.49
2009,0400000US40,6.12
2010,0400000US40,6.58
2011,0400000US40,6.83
2012,0400000US40,8.32
2013,0400000US40,10.49
2014,0400000US40,10.12
2015,0400000US40,12.08
2016,0400000US40,0.0
2000,0400000US42,2.92
2001,0400000US42,2.53
2002,0400000US42,2.49
2003,0400000US42,2.8
2004,0400000US42,2.95
2005,0400000US42,2.71
2006,0400000US42,3.03
2007,0400000US42,3.01
2008,0400000US42,3.67
2009,0400000US42,4.5
2010,0400000US42,4.7
2011,0400000US42,5.29
2012,0400000US42,5.2
2013,0400000US42,5.65
2014,0400000US42,5.43
2015,0400000US42,5.19
2016,0400000US42,0.0
2000,0400000US44,2.23
2001,0400000US44,1.93
2002,0400000US44,1.86
2003,0400000US44,1.77
2004,0400000US44,2.12
2005,0400000US44,0.92
2006,0400000US44,2.72
2007,0400000US44,3.21
2008,0400000US44,3.23
2009,0400000US44,3.79
2010,0400000US44,3.5
2011,0400000US44,3.55
2012,0400000US44,3.19
2013,0400000US44,2.88
2014,0400000US44,3.68
2015,0400000US44,3.63
2016,0400000US44,0.0
2000,0400000US26,3.7
2001,0400000US26,3.21
2002,0400000US26,3.17
2003,0400000US26,3.54
2004,0400000US26,3.76
2005,0400000US26,4.09
2006,0400000US26,4.27
2007,0400000US26,4.62
2008,0400000US26,5.4
2009,0400000US26,5.53
2010,0400000US26,5.47
2011,0400000US26,5.88
2012,0400000US26,6.29
2013,0400000US26,6.85
2014,0400000US26,7.24
2015,0400000US26,7.3
2016,0400000US26,0.0
2000,0400000US12,4.82
2001,0400000US12,3.92
2002,0400000US12,4.2
2003,0400000US12,4.53
2004,0400000US12,4.16
2005,0400000US12,4.28
2006,0400000US12,4.33
2007,0400000US12,4.52
2008,0400000US12,5.67
2009,0400000US12,6.62
2010,0400000US12,6.62
2011,0400000US12,6.87
2012,0400000US12,7.07
2013,0400000US12,7.27
2014,0400000US12,7.13
2015,0400000US12,7.09
2016,0400000US12,0.0
