Year,Units,Value
2010,Protected marine area  (%),
2011,Protected marine area  (%),45
2012,Protected marine area  (%),45
2013,Protected marine area  (%),45
2014,Protected marine area  (%),45
2015,Protected marine area  (%),45
2016,Protected marine area  (%),45
2017,Protected marine area  (%),45
2018,Protected marine area  (%),
